attr2888,attr2889,attr2890,attr2891,attr2892,attr2893,attr2894,attr2895,attr2896,attr2897,attr2898,attr2899,id,classification
-0.513,0.465,0.596,0.464,0.567,0.595,0.595,0.44,0.467,-0.05,-0.05,0.564,Copia-13_LMi-LTR,1.1.2
-0.23,0.174,0.368,0.403,0.385,0.367,0.367,0.073,0.175,-0.178,-0.178,0.381,Copia-13_LU-I,1.1.2
-0.311,0.16,0.349,0.508,0.51,0.348,0.348,0.04,0.159,-0.077,-0.077,0.504,Copia-13_LU-LTR,1.1.2
-0.323,0.21,0.418,0.479,0.433,0.417,0.417,0.047,0.21,-0.1,-0.1,0.429,Copia-13_Mad-I,1.1.2
-0.546,0.207,0.361,0.317,0.388,0.359,0.359,0.04,0.207,-0.156,-0.156,0.386,Copia-13_Mad-LTR,1.1.2
-0.26,0.137,0.308,0.497,0.403,0.307,0.307,0.09,0.135,-0.093,-0.093,0.4,Copia-13_MLP-I,1.1.2
-0.371,0.246,0.409,0.413,0.424,0.409,0.409,-0.02,0.246,-0.193,-0.193,0.421,Copia-13_MLP-LTR,1.1.2
-0.256,0.2,0.39,0.496,0.439,0.389,0.389,0.139,0.2,-0.09,-0.09,0.434,Copia-13_MN-I,1.1.2
-0.284,0.176,0.36,0.488,0.47,0.359,0.359,0.167,0.178,-0.094,-0.094,0.466,Copia-13_MN-LTR,1.1.2
-0.272,0.182,0.384,0.547,0.463,0.384,0.384,0.108,0.182,-0.071,-0.071,0.46,Copia-13_NN-I,1.1.2
-0.464,0.34,0.476,0.442,0.414,0.477,0.477,0.172,0.341,-0.102,-0.102,0.413,Copia-13_NN-LTR,1.1.2
-0.254,0.151,0.338,0.498,0.43,0.337,0.337,0.045,0.15,-0.102,-0.102,0.426,Copia-13_OS-I,1.1.2
-0.329,0.129,0.378,0.706,0.559,0.376,0.376,0.076,0.13,-0.026,-0.026,0.556,Copia-13_OS-LTR,1.1.2
-0.26,0.17,0.324,0.446,0.378,0.323,0.323,0.048,0.17,-0.11,-0.11,0.374,Copia-13_PAb-I,1.1.2
-0.321,0.075,0.255,0.626,0.449,0.252,0.252,0.044,0.074,-0.044,-0.044,0.445,Copia-13_PAb-LTR,1.1.2
-0.234,0.17,0.399,0.615,0.496,0.398,0.398,0.132,0.171,-0.034,-0.034,0.492,Copia-13_PGr-I,1.1.2
-0.757,0.41,0.412,0.576,0.375,0.413,0.413,0.003,0.405,-0.046,-0.046,0.373,Copia-13_PGr-LTR,1.1.2
-0.237,0.025,0.187,0.518,0.349,0.186,0.186,0.037,0.023,-0.087,-0.087,0.345,Copia-13_PIT-I,1.1.2
-0.218,-0.042,0.096,0.565,0.372,0.094,0.094,-0.134,-0.045,-0.049,-0.049,0.368,Copia-13_PIT-LTR,1.1.2
-0.304,0.203,0.401,0.524,0.439,0.4,0.4,0.118,0.203,-0.087,-0.087,0.435,Copia-13_PPe-I,1.1.2
-0.436,0.333,0.421,0.486,0.387,0.421,0.421,0.046,0.333,-0.015,-0.015,0.383,Copia-13_PPe-LTR,1.1.2
-0.238,0.027,0.159,0.533,0.328,0.158,0.158,0.029,0.025,-0.063,-0.063,0.325,Copia-13_PSo-I,1.1.2
-0.257,0.16,0.301,0.415,0.343,0.3,0.3,0.147,0.161,-0.136,-0.136,0.34,Copia-13_PSo-LTR,1.1.2
-0.338,0.077,0.229,0.529,0.368,0.228,0.228,0.056,0.075,-0.066,-0.066,0.365,Copia-13_PTc-I,1.1.2
-0.341,-0.006,0.193,0.533,0.382,0.191,0.191,-0.031,-0.007,-0.039,-0.039,0.378,Copia-13_PTc-LTR,1.1.2
-0.272,0.136,0.332,0.53,0.423,0.331,0.331,0.113,0.136,-0.078,-0.078,0.419,Copia-13_PTrit-I,1.1.2
-0.319,0.249,0.452,0.535,0.524,0.45,0.45,0.223,0.251,-0.079,-0.079,0.519,Copia-13_PTrit-LTR,1.1.2
-0.316,0.223,0.435,0.463,0.464,0.434,0.434,0.103,0.224,-0.112,-0.112,0.46,Copia-13_PX-I,1.1.2
-0.383,0.216,0.404,0.404,0.344,0.403,0.403,0.19,0.216,-0.115,-0.115,0.34,Copia-13_PX-LTR,1.1.2
-0.296,0.325,0.583,0.532,0.555,0.582,0.582,0.195,0.328,-0.052,-0.052,0.551,Copia-13_RC-I,1.1.2
-0.494,0.333,0.489,0.527,0.458,0.487,0.487,0.064,0.333,0.028,0.028,0.455,Copia-13_RC-LTR,1.1.2
-0.27,0.19,0.375,0.544,0.469,0.374,0.374,0.057,0.19,-0.046,-0.046,0.465,Copia-13_SB-I,1.1.2
-0.4,0.12,0.253,0.626,0.427,0.252,0.252,0.078,0.117,-0.044,-0.044,0.425,Copia-13_SB-LTR,1.1.2
-0.284,0.221,0.452,0.62,0.571,0.451,0.451,0.143,0.223,-0.01,-0.01,0.568,Copia-13_SI-I,1.1.2
-0.472,0.116,0.269,0.856,0.624,0.267,0.267,0.031,0.114,0.126,0.126,0.619,Copia-13_SI-LTR,1.1.2
-0.225,-0.058,0.173,0.544,0.371,0.172,0.172,0.015,-0.057,-0.086,-0.086,0.368,Copia-13_SSa-I,1.1.2
-0.338,0.283,0.541,0.474,0.446,0.541,0.541,0.125,0.284,-0.18,-0.18,0.442,Copia-13_SSa-LTR,1.1.2
-0.325,0.185,0.371,0.457,0.401,0.369,0.369,0.113,0.185,-0.126,-0.126,0.397,Copia-13_ST-I,1.1.2
-0.398,0.264,0.379,0.309,0.339,0.376,0.376,0.173,0.265,-0.198,-0.198,0.335,Copia-13_ST-LTR,1.1.2
-0.295,0.323,0.565,0.494,0.543,0.564,0.564,0.193,0.326,-0.054,-0.054,0.538,Copia-13_TC-I,1.1.2
-0.4,0.323,0.553,0.387,0.573,0.552,0.552,0.211,0.33,-0.089,-0.089,0.572,Copia-13_TC-LTR,1.1.2
-0.282,0.115,0.283,0.543,0.397,0.282,0.282,0.074,0.114,-0.05,-0.05,0.394,Copia-13_TMe-I,1.1.2
-0.171,0.125,0.296,0.402,0.323,0.294,0.294,0.062,0.125,-0.13,-0.13,0.32,Copia-13_TMe-LTR,1.1.2
-0.332,0.143,0.348,0.596,0.481,0.347,0.347,0.108,0.143,-0.039,-0.039,0.478,Copia-140_CCri-I,1.1.2
-0.391,0.113,0.361,0.792,0.575,0.359,0.359,0.116,0.115,0.071,0.071,0.57,Copia-140_CCri-LTR,1.1.2
-0.278,0.192,0.371,0.518,0.448,0.37,0.37,0.049,0.192,-0.084,-0.084,0.444,Copia-140_SB-I,1.1.2
-0.4,0.213,0.352,0.637,0.438,0.351,0.351,0.045,0.212,-0.047,-0.047,0.435,Copia-140_SB-LTR,1.1.2
-0.374,0.016,0.168,0.606,0.35,0.167,0.167,0.078,0.015,-0.013,-0.013,0.347,Copia-141_CCri-I,1.1.2
-0.6,0.055,0.072,0.506,0.283,0.071,0.071,0.075,0.055,-0.128,-0.128,0.281,Copia-141_CCri-LTR,1.1.2
-0.282,0.164,0.329,0.398,0.37,0.329,0.329,-0.004,0.163,-0.122,-0.122,0.366,Copia-141_SB-I,1.1.2
-0.244,0.15,0.322,0.608,0.438,0.32,0.32,0.025,0.15,-0.047,-0.047,0.434,Copia-141_SB-LTR,1.1.2
-0.401,0.085,0.284,0.587,0.41,0.283,0.283,0.144,0.084,-0.047,-0.047,0.406,Copia-142_CCri-I,1.1.2
-0.596,-0.021,0.044,0.546,0.274,0.043,0.043,0.047,-0.022,-0.089,-0.089,0.274,Copia-142_CCri-LTR,1.1.2
-0.283,0.204,0.414,0.577,0.501,0.413,0.413,0.074,0.205,-0.054,-0.054,0.497,Copia-142_SB-I,1.1.2
-0.374,0.193,0.409,0.704,0.55,0.409,0.409,0.004,0.192,-0.018,-0.018,0.547,Copia-142_SB-LTR,1.1.2
-0.306,0.143,0.33,0.513,0.417,0.329,0.329,0.068,0.143,-0.084,-0.084,0.413,Copia-143_CCri-I,1.1.2
-0.376,0.013,0.128,0.412,0.311,0.126,0.126,-0.068,0.013,-0.234,-0.234,0.308,Copia-143_CCri-LTR,1.1.2
-0.284,0.197,0.374,0.466,0.402,0.373,0.373,0.037,0.196,-0.144,-0.144,0.399,Copia-143_SB-I,1.1.2
-0.28,0.223,0.39,0.579,0.441,0.389,0.389,0.062,0.224,-0.061,-0.061,0.437,Copia-143_SB-LTR,1.1.2
-0.242,0.129,0.29,0.485,0.368,0.289,0.289,0.053,0.128,-0.107,-0.107,0.365,Copia-144_CCri-I,1.1.2
-0.307,0.122,0.323,0.483,0.413,0.322,0.322,0.064,0.122,-0.11,-0.11,0.41,Copia-144_CCri-LTR,1.1.2
-0.31,0.135,0.341,0.547,0.469,0.34,0.34,0.08,0.135,-0.063,-0.063,0.466,Copia-145_CCri-I,1.1.2
-0.41,0.147,0.41,0.642,0.59,0.408,0.408,0.073,0.149,-0.031,-0.031,0.585,Copia-145_CCri-LTR,1.1.2
-0.244,0.15,0.326,0.556,0.43,0.325,0.325,0.108,0.151,-0.07,-0.07,0.427,Copia-146_CCri-I,1.1.2
-0.314,0.174,0.394,0.499,0.482,0.393,0.393,0.001,0.178,-0.094,-0.094,0.477,Copia-146_CCri-LTR,1.1.2
-0.312,0.058,0.232,0.536,0.376,0.231,0.231,0.077,0.058,-0.067,-0.067,0.374,Copia-147_CCri-I,1.1.2
-0.29,0.021,0.114,0.472,0.269,0.113,0.113,0.029,0.019,-0.089,-0.089,0.265,Copia-147_CCri-LTR,1.1.2
-0.427,0.106,0.293,0.565,0.418,0.292,0.292,0.155,0.106,-0.062,-0.062,0.415,Copia-148_CCri-I,1.1.2
-0.312,-0.172,0.01,0.608,0.345,0.01,0.01,-0.027,-0.173,-0.1,-0.1,0.341,Copia-148_CCri-LTR,1.1.2
-0.39,0.09,0.275,0.658,0.449,0.274,0.274,0.112,0.089,0.012,0.012,0.446,Copia-149_CCri-I,1.1.2
-0.363,-0.126,0.005,0.505,0.272,0.003,0.003,-0.029,-0.127,-0.161,-0.161,0.268,Copia-149_CCri-LTR,1.1.2
-0.136,0.085,0.261,0.654,0.427,0.26,0.26,0.06,0.086,-0.006,-0.006,0.426,Copia-14B_OS-I,1.1.2
-0.247,0.13,0.319,0.526,0.419,0.318,0.318,0.039,0.13,-0.045,-0.045,0.416,Copia-14_AA-I,1.1.2
-0.417,0.087,0.246,0.464,0.379,0.245,0.245,0.105,0.084,-0.053,-0.053,0.376,Copia-14_AA-LTR,1.1.2
-0.288,0.152,0.385,0.512,0.476,0.383,0.383,0.126,0.153,-0.087,-0.087,0.471,Copia-14_AIp-I,1.1.2
-0.449,0.123,0.213,0.319,0.302,0.211,0.211,0.02,0.122,-0.232,-0.232,0.299,Copia-14_AIp-LTR,1.1.2
-0.285,0.222,0.423,0.493,0.452,0.423,0.423,0.114,0.223,-0.119,-0.119,0.448,Copia-14_ALY-I,1.1.2
-0.602,-0.0,0.017,0.386,0.314,0.016,0.016,-0.009,-0.009,-0.071,-0.071,0.314,Copia-14_ALY-LTR,1.1.2
-0.277,0.229,0.529,0.76,0.689,0.527,0.527,0.123,0.232,0.054,0.054,0.684,Copia-14_ATr-LTR,1.1.2
-0.225,0.174,0.395,0.534,0.47,0.395,0.395,0.097,0.174,-0.098,-0.098,0.466,Copia-14_BD-I,1.1.2
-0.388,0.117,0.308,0.374,0.384,0.307,0.307,0.081,0.118,-0.231,-0.231,0.38,Copia-14_BD-LTR,1.1.2
-0.293,0.193,0.438,0.559,0.509,0.437,0.437,0.131,0.195,-0.063,-0.063,0.506,Copia-14_BG-I,1.1.2
-0.526,0.107,0.202,0.442,0.345,0.201,0.201,0.029,0.105,-0.114,-0.114,0.342,Copia-14_BG-LTR,1.1.2
-0.217,0.125,0.255,0.37,0.285,0.254,0.254,0.034,0.123,-0.187,-0.187,0.281,Copia-14_BRa-I,1.1.2
-0.234,0.279,0.343,0.344,0.368,0.342,0.342,-0.02,0.28,-0.14,-0.14,0.364,Copia-14_BRa-LTR,1.1.2
-0.409,0.093,0.298,0.602,0.429,0.297,0.297,0.168,0.092,-0.038,-0.038,0.425,Copia-14_CCri-I,1.1.2
-0.436,-0.03,0.005,0.311,0.19,0.005,0.005,-0.043,-0.033,-0.266,-0.266,0.187,Copia-14_CCri-LTR,1.1.2
-0.265,0.22,0.442,0.518,0.508,0.441,0.441,0.083,0.221,-0.067,-0.067,0.504,Copia-14_CP-I,1.1.2
-0.364,0.522,0.853,0.535,0.769,0.851,0.851,0.336,0.532,-0.015,-0.015,0.765,Copia-14_CP-LTR,1.1.2
-0.205,0.058,0.203,0.475,0.307,0.202,0.202,0.055,0.058,-0.094,-0.094,0.304,Copia-14_CQ-I,1.1.2
-0.333,0.213,0.465,0.608,0.557,0.463,0.463,0.082,0.216,-0.112,-0.112,0.551,Copia-14_CQ-LTR,1.1.2
-0.32,0.217,0.427,0.513,0.466,0.427,0.427,0.14,0.218,-0.089,-0.089,0.463,Copia-14_DPu-I,1.1.2
-0.391,0.072,0.247,0.408,0.358,0.245,0.245,-0.084,0.07,-0.139,-0.139,0.356,Copia-14_DPu-LTR,1.1.2
-0.302,0.081,0.245,0.465,0.341,0.244,0.244,0.02,0.081,-0.176,-0.176,0.337,Copia-14_DR-I,1.1.2
-0.346,0.234,0.475,0.561,0.473,0.472,0.472,0.026,0.237,-0.076,-0.076,0.467,Copia-14_DR-LTR,1.1.2
-0.201,0.164,0.376,0.569,0.482,0.375,0.375,0.063,0.164,-0.045,-0.045,0.478,Copia-14_ECa-I,1.1.2
-0.33,0.278,0.506,0.527,0.53,0.503,0.503,0.013,0.284,-0.236,-0.236,0.526,Copia-14_ECa-LTR,1.1.2
-0.24,0.202,0.343,0.373,0.336,0.343,0.343,0.023,0.201,-0.173,-0.173,0.332,Copia-14_EPa-I,1.1.2
-0.245,0.36,0.548,0.354,0.416,0.547,0.547,0.137,0.365,-0.222,-0.222,0.41,Copia-14_EPa-LTR,1.1.2
-0.258,0.211,0.392,0.472,0.416,0.391,0.391,0.048,0.211,-0.1,-0.1,0.412,Copia-14_FV-I,1.1.2
-0.424,0.383,0.561,0.406,0.491,0.559,0.559,0.228,0.385,-0.172,-0.172,0.49,Copia-14_FV-LTR,1.1.2
-0.229,0.232,0.4,0.426,0.392,0.399,0.399,0.094,0.232,-0.123,-0.123,0.388,Copia-14_GM-I,1.1.2
-0.37,0.203,0.394,0.42,0.44,0.391,0.391,0.11,0.205,-0.15,-0.15,0.437,Copia-14_GM-LTR,1.1.2
-0.307,0.28,0.486,0.497,0.511,0.485,0.485,0.132,0.282,-0.037,-0.037,0.508,Copia-14_GR-I,1.1.2
-0.403,0.29,0.502,0.579,0.582,0.501,0.501,0.199,0.291,0.01,0.01,0.58,Copia-14_GR-LTR,1.1.2
-0.251,0.243,0.48,0.545,0.505,0.479,0.479,0.172,0.245,-0.058,-0.058,0.501,Copia-14_JC-I,1.1.2
-0.384,0.324,0.534,0.37,0.459,0.533,0.533,0.187,0.33,-0.057,-0.057,0.457,Copia-14_JC-LTR,1.1.2
-0.366,0.383,0.677,0.631,0.697,0.675,0.675,0.28,0.387,0.019,0.019,0.693,Copia-14_LH-I,1.1.2
-0.535,0.441,0.742,0.78,0.879,0.741,0.741,0.29,0.444,0.079,0.079,0.874,Copia-14_LH-LTR,1.1.2
-0.284,0.263,0.496,0.517,0.51,0.495,0.495,0.13,0.266,-0.1,-0.1,0.505,Copia-14_LMi-I,1.1.2
-0.416,0.37,0.677,0.47,0.646,0.675,0.675,0.23,0.377,-0.09,-0.09,0.642,Copia-14_LMi-LTR,1.1.2
-0.315,0.116,0.275,0.421,0.346,0.274,0.274,0.048,0.115,-0.139,-0.139,0.342,Copia-14_LU-I,1.1.2
-0.297,0.092,0.18,0.366,0.253,0.179,0.179,-0.132,0.09,-0.145,-0.145,0.249,Copia-14_LU-LTR,1.1.2
-0.337,0.163,0.387,0.536,0.469,0.386,0.386,0.111,0.163,-0.067,-0.067,0.465,Copia-14_Mad-I,1.1.2
-0.473,0.102,0.173,0.428,0.348,0.172,0.172,-0.054,0.097,-0.054,-0.054,0.345,Copia-14_Mad-LTR,1.1.2
-0.266,0.188,0.385,0.484,0.442,0.384,0.384,0.112,0.189,-0.111,-0.111,0.439,Copia-14_MLP-I,1.1.2
-0.286,0.27,0.496,0.552,0.527,0.494,0.494,0.206,0.274,-0.066,-0.066,0.521,Copia-14_MLP-LTR,1.1.2
-0.29,0.221,0.431,0.502,0.463,0.43,0.43,0.123,0.222,-0.091,-0.091,0.459,Copia-14_MN-I,1.1.2
-0.393,0.16,0.211,0.291,0.306,0.209,0.209,-0.016,0.157,-0.079,-0.079,0.304,Copia-14_MN-LTR,1.1.2
-0.261,0.169,0.353,0.552,0.44,0.352,0.352,0.072,0.168,-0.066,-0.066,0.436,Copia-14_NN-I,1.1.2
-0.441,0.282,0.327,0.395,0.318,0.326,0.326,0.048,0.28,-0.129,-0.129,0.313,Copia-14_NN-LTR,1.1.2
-0.126,0.111,0.276,0.643,0.417,0.276,0.276,0.055,0.112,-0.025,-0.025,0.415,Copia-14_OS-I,1.1.2
-0.351,0.159,0.295,0.724,0.488,0.293,0.293,0.021,0.158,0.023,0.023,0.486,Copia-14_OS-LTR,1.1.2
-0.312,0.305,0.511,0.438,0.504,0.51,0.51,0.128,0.307,-0.096,-0.096,0.5,Copia-14_PAb-I,1.1.2
-0.33,0.221,0.381,0.442,0.368,0.38,0.38,0.139,0.221,-0.049,-0.049,0.366,Copia-14_PAb-LTR,1.1.2
-0.233,0.261,0.478,0.551,0.511,0.477,0.477,0.154,0.264,-0.046,-0.046,0.509,Copia-14_PGr-I,1.1.2
-0.408,0.256,0.49,0.533,0.562,0.489,0.489,0.089,0.259,-0.067,-0.067,0.559,Copia-14_PGr-LTR,1.1.2
-0.278,0.037,0.147,0.447,0.291,0.147,0.147,0.017,0.035,-0.129,-0.129,0.288,Copia-14_PIT-I,1.1.2
-0.307,-0.008,0.136,0.492,0.303,0.135,0.135,0.012,-0.01,-0.121,-0.121,0.301,Copia-14_PIT-LTR,1.1.2
-0.322,0.163,0.413,0.558,0.5,0.412,0.412,0.083,0.163,-0.053,-0.053,0.496,Copia-14_PPe-I,1.1.2
-0.344,0.243,0.407,0.4,0.398,0.406,0.406,0.017,0.245,-0.145,-0.145,0.395,Copia-14_PPe-LTR,1.1.2
-0.232,0.065,0.226,0.486,0.345,0.225,0.225,0.003,0.064,-0.129,-0.129,0.342,Copia-14_PSo-I,1.1.2
-0.185,0.164,0.346,0.482,0.371,0.344,0.344,0.095,0.163,-0.145,-0.145,0.367,Copia-14_PSo-LTR,1.1.2
-0.211,0.168,0.414,0.593,0.506,0.413,0.413,0.114,0.169,-0.02,-0.02,0.503,Copia-14_PTc-I,1.1.2
-0.264,0.249,0.423,0.481,0.455,0.422,0.422,-0.046,0.249,-0.113,-0.113,0.452,Copia-14_PTc-LTR,1.1.2
-0.24,0.112,0.315,0.612,0.435,0.314,0.314,0.09,0.113,-0.044,-0.044,0.432,Copia-14_PTrit-I,1.1.2
-0.421,0.166,0.364,0.626,0.47,0.362,0.362,0.137,0.167,0.023,0.023,0.467,Copia-14_PTrit-LTR,1.1.2
-0.297,0.153,0.348,0.499,0.418,0.347,0.347,0.09,0.153,-0.093,-0.093,0.415,Copia-14_PX-I,1.1.2
-0.464,0.436,0.577,0.32,0.406,0.576,0.576,0.192,0.436,-0.155,-0.155,0.403,Copia-14_PX-LTR,1.1.2
-0.282,0.248,0.474,0.511,0.5,0.472,0.472,0.11,0.25,-0.069,-0.069,0.495,Copia-14_RC-I,1.1.2
-0.315,0.171,0.373,0.519,0.469,0.37,0.37,0.051,0.173,-0.107,-0.107,0.465,Copia-14_RC-LTR,1.1.2
-0.224,-0.015,0.07,0.494,0.256,0.07,0.07,-0.005,-0.017,-0.102,-0.102,0.255,Copia-14_SB-I,1.1.2
-0.311,0.193,0.473,0.635,0.561,0.472,0.472,0.246,0.195,-0.01,-0.01,0.556,Copia-14_SB-LTR,1.1.2
-0.234,0.16,0.375,0.635,0.507,0.374,0.374,0.137,0.162,-0.005,-0.005,0.504,Copia-14_SI-I,1.1.2
-0.464,0.036,0.303,0.708,0.638,0.301,0.301,0.06,0.039,-0.017,-0.017,0.633,Copia-14_SI-LTR,1.1.2
-0.242,0.192,0.387,0.42,0.412,0.386,0.386,0.061,0.193,-0.153,-0.153,0.408,Copia-14_ST-I,1.1.2
-0.306,0.41,0.603,0.379,0.468,0.602,0.602,0.11,0.413,-0.136,-0.136,0.465,Copia-14_ST-LTR,1.1.2
-0.332,0.27,0.495,0.576,0.551,0.494,0.494,0.12,0.271,-0.022,-0.022,0.547,Copia-14_TC-I,1.1.2
-0.335,0.294,0.607,0.674,0.706,0.605,0.605,0.128,0.299,0.019,0.019,0.701,Copia-14_TC-LTR,1.1.2
-0.272,0.153,0.338,0.465,0.384,0.337,0.337,0.039,0.153,-0.118,-0.118,0.38,Copia-150_CCri-I,1.1.2
-0.339,0.191,0.357,0.449,0.345,0.358,0.358,-0.015,0.189,-0.142,-0.142,0.341,Copia-150_CCri-LTR,1.1.2
-0.295,0.1,0.275,0.514,0.393,0.274,0.274,0.075,0.099,-0.085,-0.085,0.389,Copia-151_CCri-I,1.1.2
-0.388,0.319,0.542,0.647,0.598,0.542,0.542,0.258,0.32,-0.009,-0.009,0.595,Copia-151_CCri-LTR,1.1.2
-0.247,0.102,0.26,0.565,0.38,0.259,0.259,0.071,0.101,-0.054,-0.054,0.377,Copia-152_CCri-I,1.1.2
-0.315,-0.01,0.224,0.952,0.615,0.222,0.222,0.082,-0.008,0.174,0.174,0.613,Copia-152_CCri-LTR,1.1.2
-0.399,-0.016,0.099,0.566,0.289,0.098,0.098,0.026,-0.018,-0.045,-0.045,0.286,Copia-153_CCri-I,1.1.2
-0.45,0.132,0.225,0.46,0.282,0.225,0.225,0.153,0.13,-0.236,-0.236,0.282,Copia-153_CCri-LTR,1.1.2
-0.354,0.018,0.17,0.595,0.318,0.169,0.169,0.053,0.016,-0.008,-0.008,0.315,Copia-154_CCri-I,1.1.2
-0.291,0.088,0.262,0.521,0.379,0.261,0.261,0.078,0.087,-0.088,-0.088,0.377,Copia-155_CCri-I,1.1.2
-0.425,-0.038,0.127,0.598,0.393,0.126,0.126,0.05,-0.04,-0.013,-0.013,0.391,Copia-155_CCri-LTR,1.1.2
-0.266,0.148,0.354,0.546,0.453,0.353,0.353,0.095,0.149,-0.073,-0.073,0.45,Copia-156_CCri-I,1.1.2
-0.363,0.2,0.399,0.733,0.487,0.398,0.398,0.118,0.2,0.016,0.016,0.485,Copia-156_CCri-LTR,1.1.2
-0.288,0.148,0.319,0.52,0.414,0.318,0.318,0.061,0.148,-0.079,-0.079,0.41,Copia-157_CCri-I,1.1.2
-0.427,0.103,0.285,0.586,0.416,0.284,0.284,0.136,0.102,-0.042,-0.042,0.413,Copia-158_CCri-I,1.1.2
-0.314,0.17,0.38,0.528,0.515,0.379,0.379,0.151,0.171,-0.115,-0.115,0.51,Copia-158_CCri-LTR,1.1.2
-0.315,0.047,0.181,0.552,0.345,0.181,0.181,0.049,0.046,-0.049,-0.049,0.342,Copia-159_CCri-I,1.1.2
-0.271,0.135,0.317,0.694,0.441,0.315,0.315,0.162,0.135,-0.046,-0.046,0.436,Copia-159_CCri-LTR,1.1.2
-0.339,0.089,0.275,0.614,0.441,0.273,0.273,0.072,0.089,-0.027,-0.027,0.438,Copia-15B_CCri-I,1.1.2
-0.351,0.068,0.209,0.706,0.41,0.208,0.208,0.056,0.067,-0.026,-0.026,0.406,Copia-15B_CCri-LTR,1.1.2
-0.429,0.313,0.581,0.57,0.565,0.58,0.58,0.211,0.318,-0.119,-0.119,0.559,Copia-15B_DR-LTR,1.1.2
-0.22,0.122,0.306,0.535,0.414,0.306,0.306,0.047,0.121,-0.057,-0.057,0.411,Copia-15_AA-I,1.1.2
-0.361,0.165,0.45,0.732,0.609,0.448,0.448,0.073,0.166,0.048,0.048,0.604,Copia-15_AA-LTR,1.1.2
-0.279,0.207,0.408,0.524,0.455,0.407,0.407,0.091,0.208,-0.07,-0.07,0.451,Copia-15_AIp-I,1.1.2
-0.369,0.345,0.538,0.493,0.496,0.536,0.536,0.015,0.347,-0.043,-0.043,0.492,Copia-15_AIp-LTR,1.1.2
-0.284,0.197,0.346,0.45,0.372,0.345,0.345,0.088,0.197,-0.142,-0.142,0.368,Copia-15_ALY-I,1.1.2
-0.343,0.245,0.418,0.421,0.458,0.417,0.417,0.156,0.245,-0.151,-0.151,0.453,Copia-15_ALY-LTR,1.1.2
-0.339,0.182,0.416,0.526,0.489,0.414,0.414,0.127,0.183,-0.071,-0.071,0.485,Copia-15_ATr-I,1.1.2
-0.273,0.368,0.557,0.368,0.482,0.557,0.557,-0.029,0.374,-0.07,-0.07,0.484,Copia-15_ATr-LTR,1.1.2
-0.254,0.216,0.415,0.504,0.462,0.414,0.414,0.093,0.216,-0.09,-0.09,0.458,Copia-15_BD-I,1.1.2
-0.245,0.394,0.497,0.424,0.404,0.496,0.496,0.022,0.395,-0.164,-0.164,0.401,Copia-15_BD-LTR,1.1.2
-0.298,0.165,0.346,0.542,0.429,0.346,0.346,0.121,0.164,-0.071,-0.071,0.426,Copia-15_BG-I,1.1.2
-0.482,0.08,0.216,0.442,0.34,0.214,0.214,0.113,0.079,-0.134,-0.134,0.338,Copia-15_BG-LTR,1.1.2
-0.194,0.139,0.281,0.419,0.336,0.28,0.28,0.07,0.138,-0.144,-0.144,0.332,Copia-15_BRa-I,1.1.2
-0.242,0.154,0.317,0.452,0.447,0.316,0.316,0.165,0.154,-0.164,-0.164,0.443,Copia-15_BRa-LTR,1.1.2
-0.33,0.102,0.294,0.605,0.45,0.293,0.293,0.081,0.101,-0.025,-0.025,0.447,Copia-15_CCri-I,1.1.2
-0.375,0.128,0.286,0.763,0.489,0.285,0.285,0.07,0.128,0.052,0.052,0.485,Copia-15_CCri-LTR,1.1.2
-0.29,0.191,0.38,0.565,0.447,0.379,0.379,0.063,0.192,-0.089,-0.089,0.443,Copia-15_CP-I,1.1.2
-0.671,0.491,0.599,0.468,0.45,0.6,0.6,0.22,0.489,0.062,0.062,0.45,Copia-15_CP-LTR,1.1.2
-0.16,0.024,0.177,0.49,0.31,0.177,0.177,0.047,0.023,-0.073,-0.073,0.307,Copia-15_CQ-I,1.1.2
-0.325,0.01,0.236,0.652,0.439,0.234,0.234,0.024,0.01,-0.035,-0.035,0.435,Copia-15_CQ-LTR,1.1.2
-0.275,0.138,0.35,0.532,0.46,0.349,0.349,0.124,0.139,-0.088,-0.088,0.456,Copia-15_DPu-I,1.1.2
-0.61,0.128,0.221,0.457,0.38,0.22,0.22,0.011,0.123,-0.111,-0.111,0.378,Copia-15_DPu-LTR,1.1.2
-0.414,0.217,0.428,0.519,0.437,0.428,0.428,0.042,0.218,-0.128,-0.128,0.433,Copia-15_DR-LTR,1.1.2
-0.296,0.265,0.476,0.52,0.523,0.475,0.475,0.137,0.267,-0.038,-0.038,0.52,Copia-15_ECa-I,1.1.2
-0.346,0.468,0.772,0.684,0.773,0.772,0.772,0.28,0.474,0.054,0.054,0.771,Copia-15_ECa-LTR,1.1.2
-0.272,0.193,0.398,0.581,0.471,0.397,0.397,0.099,0.193,-0.045,-0.045,0.467,Copia-15_EPa-I,1.1.2
-0.428,0.374,0.466,0.469,0.4,0.466,0.466,-0.002,0.376,-0.058,-0.058,0.398,Copia-15_EPa-LTR,1.1.2
-0.262,0.304,0.538,0.468,0.508,0.537,0.537,0.169,0.307,-0.104,-0.104,0.503,Copia-15_FV-I,1.1.2
-0.368,0.295,0.47,0.429,0.449,0.468,0.468,0.146,0.296,-0.11,-0.11,0.445,Copia-15_FV-LTR,1.1.2
